invoiceno,invoicedate,customerid
554939,2011-05-27 13:49:00,15311
554940,2011-05-27 13:49:00,12494
554941,2011-05-27 13:53:00,16016
554942,2011-05-27 14:01:00,17841
554943,2011-05-27 14:10:00,13798
554944,2011-05-27 14:12:00,18073
554945,2011-05-27 14:12:00,-1
554946,2011-05-27 14:22:00,18242
554947,2011-05-27 14:29:00,12748
554948,2011-05-27 14:29:00,14447
554949,2011-05-27 14:44:00,14092
554950,2011-05-27 14:48:00,14227
554951,2011-05-27 14:48:00,16323
554952,2011-05-27 14:48:00,14227
554953,2011-05-27 14:49:00,14227
554954,2011-05-27 14:50:00,14227
554955,2011-05-27 14:55:00,17412
554956,2011-05-27 15:17:00,-1
554957,2011-05-27 15:17:00,-1
554958,2011-05-27 15:17:00,-1
554959,2011-05-27 15:18:00,-1
554960,2011-05-27 15:18:00,-1
554961,2011-05-27 15:19:00,-1
554962,2011-05-27 15:24:00,-1
554963,2011-05-27 15:32:00,14625
554964,2011-05-27 15:57:00,15867
554965,2011-05-27 16:00:00,14560
554966,2011-05-27 16:17:00,16034
554967,2011-05-27 16:23:00,-1
554968,2011-05-27 16:24:00,17961
554969,2011-05-27 16:30:00,14976
C554973,2011-05-27 16:48:00,14976
554974,2011-05-27 17:14:00,14031
554975,2011-05-29 10:40:00,17819
554976,2011-05-29 10:57:00,15046
554977,2011-05-29 11:03:00,16444
554978,2011-05-29 11:05:00,16889
554979,2011-05-29 11:34:00,16931
554980,2011-05-29 11:59:00,17613
554981,2011-05-29 12:06:00,17613
554982,2011-05-29 12:16:00,17152
C554983,2011-05-29 12:18:00,17152
554984,2011-05-29 12:19:00,17152
554985,2011-05-29 12:26:00,12426
554986,2011-05-29 12:35:00,14451
554987,2011-05-29 12:48:00,14823
554988,2011-05-29 13:32:00,15897
554989,2011-05-29 13:50:00,15897
554990,2011-05-29 13:57:00,16567
554991,2011-05-29 14:03:00,14823
554992,2011-05-29 14:08:00,16686
554993,2011-05-29 14:13:00,17051
554994,2011-05-29 14:18:00,14606
554995,2011-05-29 14:23:00,18109
554996,2011-05-29 14:28:00,16407
554997,2011-05-29 15:35:00,16746
554998,2011-05-29 15:35:00,15925
554999,2011-05-29 15:44:00,15547
555000,2011-05-31 08:03:00,18232
555001,2011-05-31 08:32:00,16566
555002,2011-05-31 08:50:00,17682
555003,2011-05-31 09:36:00,12787
555004,2011-05-31 09:37:00,13549
555005,2011-05-31 09:38:00,16656
C555006,2011-05-31 09:51:00,13694
555007,2011-05-31 09:52:00,13694
555008,2011-05-31 10:24:00,17061
555009,2011-05-31 10:32:00,17340
555010,2011-05-31 10:38:00,17450
555011,2011-05-31 10:43:00,16168
555012,2011-05-31 10:43:00,16814
C555013,2011-05-31 10:44:00,12601
555015,2011-05-31 10:45:00,16558
C555014,2011-05-31 10:45:00,13113
555016,2011-05-31 11:09:00,13113
555017,2011-05-31 11:14:00,16801
555025,2011-05-31 11:21:00,17648
555028,2011-05-31 11:22:00,17648
C555046,2011-05-31 11:29:00,12431
C555054,2011-05-31 11:32:00,14903
555070,2011-05-31 11:36:00,15863
555073,2011-05-31 11:39:00,16470
C555074,2011-05-31 11:44:00,16837
555075,2011-05-31 12:05:00,16013
555076,2011-05-31 12:11:00,13900
555077,2011-05-31 12:42:00,17975
555091,2011-05-31 12:50:00,12748
555092,2011-05-31 13:08:00,16483
555093,2011-05-31 13:15:00,12720
555094,2011-05-31 13:17:00,13398
555095,2011-05-31 13:32:00,12540
555096,2011-05-31 13:32:00,12682
555097,2011-05-31 13:38:00,16333
555098,2011-05-31 13:39:00,16333
555099,2011-05-31 13:39:00,16333
555101,2011-05-31 13:45:00,13070
C555100,2011-05-31 13:45:00,12493
555102,2011-05-31 13:50:00,14819
555103,2011-05-31 13:58:00,17454
555104,2011-05-31 14:02:00,17949
C555105,2011-05-31 14:09:00,17841
555106,2011-05-31 14:14:00,12790
555107,2011-05-31 14:14:00,12594
555108,2011-05-31 14:18:00,18231
555109,2011-05-31 14:19:00,16023
555110,2011-05-31 14:34:00,17841
555111,2011-05-31 14:37:00,16434
555112,2011-05-31 14:48:00,17725
555113,2011-05-31 14:48:00,18190
555114,2011-05-31 14:55:00,13571
555115,2011-05-31 14:58:00,-1
555116,2011-05-31 15:16:00,16919
555119,2011-05-31 15:22:00,15163
555124,2011-05-31 15:26:00,18204
555125,2011-05-31 15:26:00,13481
555127,2011-05-31 15:30:00,15241
555133,2011-05-31 15:32:00,16810
555147,2011-05-31 15:41:00,13505
555149,2011-05-31 15:49:00,-1
555150,2011-05-31 15:53:00,-1
555156,2011-06-01 07:37:00,15643
555157,2011-06-01 07:38:00,15643
555158,2011-06-01 08:38:00,14842
555159,2011-06-01 09:06:00,15124
555160,2011-06-01 09:18:00,14646
555161,2011-06-01 09:26:00,12423
555162,2011-06-01 10:15:00,12473
C555163,2011-06-01 10:18:00,12473
555164,2011-06-01 10:24:00,14646
555194,2011-06-01 11:13:00,16422
555195,2011-06-01 11:27:00,15240
C555196,2011-06-01 11:40:00,14606
C555197,2011-06-01 11:45:00,17739
555198,2011-06-01 11:52:00,15916
555199,2011-06-01 12:05:00,14606
555200,2011-06-01 12:05:00,17315
555201,2011-06-01 12:10:00,16969
555202,2011-06-01 12:11:00,16813
555203,2011-06-01 12:13:00,17191
555207,2011-06-01 12:19:00,16818
555213,2011-06-01 12:22:00,13094
555232,2011-06-01 12:33:00,14597
555233,2011-06-01 12:46:00,13917
555234,2011-06-01 12:54:00,14515
C555239,2011-06-01 13:00:00,15039
555240,2011-06-01 13:07:00,15039
555241,2011-06-01 13:32:00,14377
555242,2011-06-01 13:40:00,16424
555243,2011-06-01 13:52:00,13475
C555244,2011-06-01 14:11:00,12779
555245,2011-06-01 14:12:00,14800
C555246,2011-06-01 14:33:00,13662
555247,2011-06-01 14:42:00,14315
C555248,2011-06-01 14:49:00,17682
555249,2011-06-01 14:57:00,17472
555250,2011-06-01 14:58:00,-1
555251,2011-06-01 15:12:00,13062
C555252,2011-06-01 15:13:00,12987
C555253,2011-06-01 15:14:00,17820
C555254,2011-06-01 15:17:00,14740
C555255,2011-06-01 15:19:00,17621
C555256,2011-06-01 15:21:00,15955
555257,2011-06-01 15:28:00,17596
C555258,2011-06-01 15:29:00,12947
555259,2011-06-01 15:31:00,13069
555260,2011-06-01 15:34:00,13263
C555261,2011-06-01 15:37:00,16873
C555262,2011-06-01 15:39:00,12909
555263,2011-06-01 15:47:00,15192
555264,2011-06-01 16:03:00,17757
C555265,2011-06-01 16:06:00,13599
555266,2011-06-01 16:12:00,15611
C555267,2011-06-01 16:15:00,16359
C555268,2011-06-01 16:17:00,18257
C555269,2011-06-01 16:21:00,15140
555270,2011-06-01 16:23:00,17723
C555271,2011-06-01 16:26:00,14338
C555272,2011-06-01 16:29:00,16496
C555273,2011-06-01 16:33:00,12708
C555274,2011-06-01 16:34:00,14911
555275,2011-06-01 17:18:00,-1
555276,2011-06-01 17:28:00,-1
555277,2011-06-01 17:30:00,-1
555278,2011-06-01 17:33:00,-1
555279,2011-06-01 17:42:00,16348
555280,2011-06-02 09:02:00,17162
555281,2011-06-02 09:03:00,17162
555282,2011-06-02 09:04:00,12709
555283,2011-06-02 09:04:00,17162
555284,2011-06-02 09:37:00,14298
555285,2011-06-02 09:38:00,14298
555286,2011-06-02 09:40:00,14298
555287,2011-06-02 09:42:00,14298
C555288,2011-06-02 09:57:00,12431
555289,2011-06-02 10:00:00,15078
555312,2011-06-02 10:39:00,16484
555320,2011-06-02 11:00:00,-1
555321,2011-06-02 11:01:00,-1
555322,2011-06-02 11:01:00,-1
555323,2011-06-02 11:02:00,-1
555324,2011-06-02 11:02:00,-1
555325,2011-06-02 11:02:00,-1
555326,2011-06-02 11:03:00,-1
555327,2011-06-02 11:03:00,-1
C555328,2011-06-02 11:07:00,16449
C555329,2011-06-02 11:08:00,15622
555330,2011-06-02 11:11:00,-1
555331,2011-06-02 11:11:00,-1
555332,2011-06-02 11:11:00,-1
555333,2011-06-02 11:12:00,-1
555334,2011-06-02 11:12:00,-1
555335,2011-06-02 11:13:00,-1
555336,2011-06-02 11:13:00,-1
C555337,2011-06-02 11:13:00,16729
C555338,2011-06-02 11:22:00,14323
C555339,2011-06-02 11:32:00,16422
555340,2011-06-02 11:33:00,13334
555343,2011-06-02 11:42:00,15918
C555341,2011-06-02 11:42:00,13004
C555342,2011-06-02 11:42:00,17578
555344,2011-06-02 11:45:00,15311
C555345,2011-06-02 11:51:00,13267
C555346,2011-06-02 11:54:00,12710
555347,2011-06-02 12:04:00,14389
555348,2011-06-02 12:06:00,15184
555349,2011-06-02 12:08:00,16729
555350,2011-06-02 12:08:00,17652
555351,2011-06-02 12:37:00,13408
555352,2011-06-02 12:46:00,15838
555353,2011-06-02 13:22:00,16928
C555354,2011-06-02 13:26:00,16566
C555355,2011-06-02 13:27:00,15841
555356,2011-06-02 13:29:00,16672
C555357,2011-06-02 13:38:00,16422
C555358,2011-06-02 13:43:00,13854
555359,2011-06-02 14:04:00,18135
C555360,2011-06-02 14:06:00,16133
C555361,2011-06-02 14:12:00,13308
555363,2011-06-02 14:15:00,14453
C555362,2011-06-02 14:15:00,15785
C555364,2011-06-02 14:17:00,14903
C555365,2011-06-02 14:24:00,15791
C555366,2011-06-02 14:25:00,12590
555367,2011-06-02 14:28:00,17900
555368,2011-06-02 14:30:00,13437
555381,2011-06-02 14:38:00,17900
555382,2011-06-02 14:46:00,17133
555383,2011-06-02 15:13:00,12517
C555384,2011-06-02 15:20:00,13534
555385,2011-06-02 15:22:00,15658
C555386,2011-06-02 15:23:00,15194
555387,2011-06-02 15:30:00,-1
555388,2011-06-02 15:48:00,17719
555389,2011-06-02 16:26:00,14543
555390,2011-06-02 16:29:00,-1
555391,2011-06-02 16:29:00,-1
555392,2011-06-02 16:59:00,14221
555393,2011-06-02 17:00:00,14221
555394,2011-06-02 17:03:00,12971
555395,2011-06-02 17:04:00,12971
555396,2011-06-02 17:23:00,16529
555397,2011-06-02 17:26:00,-1
C555398,2011-06-02 17:30:00,17375
555399,2011-06-02 17:41:00,15555
555400,2011-06-02 17:50:00,14088
555401,2011-06-02 17:51:00,14088
555402,2011-06-02 17:55:00,-1
555403,2011-06-02 18:06:00,12676
C555404,2011-06-02 18:28:00,17231
555405,2011-06-02 19:17:00,17531
555406,2011-06-02 19:50:00,17231
555407,2011-06-03 07:48:00,12775
555408,2011-06-03 08:54:00,13294
C555409,2011-06-03 09:18:00,13854
555410,2011-06-03 09:30:00,16239
555412,2011-06-03 09:46:00,13069
C555411,2011-06-03 09:46:00,13069
555413,2011-06-03 09:50:00,17994
555414,2011-06-03 10:06:00,16230
555415,2011-06-03 10:08:00,14500
555416,2011-06-03 10:15:00,14408
555417,2011-06-03 10:17:00,12601
555418,2011-06-03 10:19:00,15498
555419,2011-06-03 10:20:00,15498
555420,2011-06-03 10:29:00,13458
C555421,2011-06-03 10:36:00,12779
555422,2011-06-03 10:37:00,12779
555469,2011-06-03 11:11:00,-1
555470,2011-06-03 11:33:00,12455
555471,2011-06-03 11:42:00,16117
555472,2011-06-03 11:46:00,16701
555473,2011-06-03 11:59:00,14700
555474,2011-06-03 12:07:00,-1
C555475,2011-06-03 12:11:00,18232
555476,2011-06-03 12:17:00,16593
555477,2011-06-03 12:26:00,12359
555478,2011-06-03 12:28:00,13777
555479,2011-06-03 12:35:00,15189
555485,2011-06-03 12:39:00,17722
555486,2011-06-03 13:05:00,13248
C555487,2011-06-03 13:21:00,16484
555488,2011-06-03 13:43:00,16942
555489,2011-06-03 13:48:00,17949
555490,2011-06-03 13:50:00,17949
555491,2011-06-03 14:10:00,16525
555492,2011-06-03 14:24:00,16967
555493,2011-06-03 14:26:00,13695
555494,2011-06-03 14:33:00,15737
555495,2011-06-03 14:42:00,17068
555496,2011-06-03 14:44:00,15405
555497,2011-06-03 15:03:00,16659
555498,2011-06-03 15:07:00,13885
555499,2011-06-03 15:31:00,15812
555500,2011-06-03 15:32:00,15508
555501,2011-06-03 15:37:00,15508
555502,2011-06-03 15:37:00,-1
555503,2011-06-03 15:39:00,-1
555504,2011-06-03 15:43:00,15508
555505,2011-06-03 15:48:00,-1
555506,2011-06-03 16:03:00,-1
555507,2011-06-03 16:39:00,16186
555508,2011-06-03 16:45:00,16880
555509,2011-06-03 17:07:00,13435
555510,2011-06-03 17:09:00,-1
555511,2011-06-05 10:12:00,17708
555512,2011-06-05 10:37:00,18198
555513,2011-06-05 10:38:00,12980
555514,2011-06-05 10:41:00,17071
555515,2011-06-05 10:47:00,17690
555516,2011-06-05 10:50:00,17706
555517,2011-06-05 10:54:00,13131
555518,2011-06-05 10:58:00,14891
555519,2011-06-05 11:02:00,16682
555520,2011-06-05 11:14:00,15038
555521,2011-06-05 11:21:00,13576
555522,2011-06-05 11:29:00,15796
555523,2011-06-05 11:36:00,12468
555524,2011-06-05 11:37:00,16923
555525,2011-06-05 11:40:00,14709
555526,2011-06-05 11:42:00,14364
555527,2011-06-05 11:44:00,14364
555528,2011-06-05 11:44:00,15694
C555529,2011-06-05 11:45:00,16923
555530,2011-06-05 11:46:00,16923
555531,2011-06-05 11:53:00,12678
C555532,2011-06-05 12:01:00,15722
555533,2011-06-05 12:12:00,15722
555534,2011-06-05 12:12:00,14682
555535,2011-06-05 12:16:00,16458
555536,2011-06-05 12:28:00,17675
555537,2011-06-05 12:37:00,15453
555538,2011-06-05 12:39:00,14512
555539,2011-06-05 12:44:00,14472
555540,2011-06-05 12:48:00,13668
555541,2011-06-05 12:51:00,16883
555542,2011-06-05 12:51:00,15108
555543,2011-06-05 12:59:00,13089
555544,2011-06-05 13:05:00,14621
555545,2011-06-05 13:08:00,17735
555546,2011-06-05 13:09:00,17735
555547,2011-06-05 13:13:00,12681
555548,2011-06-05 13:16:00,17811
555549,2011-06-05 13:24:00,13637
555550,2011-06-05 13:29:00,15245
555551,2011-06-05 13:32:00,14696
555552,2011-06-05 13:44:00,13610
555553,2011-06-05 13:45:00,12662
555554,2011-06-05 13:46:00,13742
555555,2011-06-05 13:48:00,16963
555556,2011-06-05 14:04:00,15704
555557,2011-06-05 14:06:00,13682
555558,2011-06-05 14:06:00,14159
555559,2011-06-05 14:18:00,13862
555560,2011-06-05 14:20:00,17346
555561,2011-06-05 14:38:00,16654
555562,2011-06-05 14:45:00,17841
C555563,2011-06-05 14:48:00,17841
555564,2011-06-05 15:01:00,15005
555565,2011-06-05 15:06:00,15298
555566,2011-06-05 15:19:00,14659
555567,2011-06-05 15:25:00,17050
555568,2011-06-05 15:25:00,17589
555569,2011-06-05 15:29:00,12727
555570,2011-06-05 15:36:00,15152
555571,2011-06-05 15:36:00,15462
555572,2011-06-05 15:37:00,12449
555573,2011-06-05 15:46:00,15349
555574,2011-06-05 15:46:00,12417
555575,2011-06-05 15:47:00,14466
555576,2011-06-05 15:52:00,13410
555577,2011-06-05 15:53:00,15301
555578,2011-06-05 15:54:00,15301
555579,2011-06-05 16:02:00,13983
555580,2011-06-05 16:05:00,13983
555581,2011-06-06 08:04:00,13865
555582,2011-06-06 09:01:00,14312
555583,2011-06-06 09:03:00,13534
555584,2011-06-06 09:04:00,16906
555585,2011-06-06 09:12:00,16029
555586,2011-06-06 09:12:00,14232
555587,2011-06-06 09:13:00,15687
555588,2011-06-06 09:16:00,16849
555589,2011-06-06 09:36:00,12802
555590,2011-06-06 09:39:00,17690
555591,2011-06-06 09:59:00,15073
555592,2011-06-06 10:04:00,14215
555593,2011-06-06 10:06:00,16298
555594,2011-06-06 10:09:00,13880
C555595,2011-06-06 10:14:00,17652
C555596,2011-06-06 10:17:00,17644
C555597,2011-06-06 10:19:00,15796
C555598,2011-06-06 10:57:00,15095
C555599,2011-06-06 10:59:00,17190
C555600,2011-06-06 11:17:00,12633
555601,2011-06-06 11:22:00,15852
555602,2011-06-06 11:26:00,16235
555603,2011-06-06 11:36:00,16209
555604,2011-06-06 11:37:00,16612
C555605,2011-06-06 11:38:00,15281
555620,2011-06-06 11:46:00,12748
555626,2011-06-06 11:55:00,16103
555627,2011-06-06 11:57:00,15805
555628,2011-06-06 11:59:00,15260
555630,2011-06-06 12:04:00,14732
C555629,2011-06-06 12:04:00,14543
555631,2011-06-06 12:06:00,18118
555632,2011-06-06 12:16:00,13798
555633,2011-06-06 12:22:00,14534
555634,2011-06-06 12:29:00,13319
555635,2011-06-06 12:29:00,13319
C555636,2011-06-06 12:33:00,15073
555637,2011-06-06 12:47:00,12535
555638,2011-06-06 12:51:00,15150
C555639,2011-06-06 12:58:00,13458
555640,2011-06-06 13:06:00,14475
555642,2011-06-06 13:18:00,18248
C555643,2011-06-06 13:22:00,16520
555644,2011-06-06 13:24:00,16520
555645,2011-06-06 13:31:00,18016
555646,2011-06-06 13:32:00,14135
555647,2011-06-06 13:43:00,12957
555648,2011-06-06 13:46:00,14623
555649,2011-06-06 13:47:00,15386
555650,2011-06-06 13:48:00,14156
555651,2011-06-06 14:02:00,17361
C555652,2011-06-06 14:11:00,13094
555653,2011-06-06 14:12:00,17673
555654,2011-06-06 14:13:00,18236
555691,2011-06-06 14:31:00,12843
555695,2011-06-06 14:32:00,16168
555701,2011-06-06 14:34:00,14498
555702,2011-06-06 14:35:00,14201
555703,2011-06-06 15:06:00,15379
555704,2011-06-06 15:06:00,14944
555705,2011-06-06 15:24:00,14713
555719,2011-06-06 15:31:00,12609
555720,2011-06-06 15:46:00,16611
555721,2011-06-06 16:01:00,15108
555722,2011-06-06 16:06:00,-1
C555723,2011-06-06 16:21:00,15737
555724,2011-06-06 16:22:00,15737
555725,2011-06-06 16:23:00,15737
555726,2011-06-06 16:23:00,12540
C555727,2011-06-06 16:24:00,15737
555728,2011-06-06 16:41:00,17252
C555729,2011-06-06 16:50:00,13552
C555730,2011-06-06 16:51:00,14625
555731,2011-06-07 07:49:00,16655
555732,2011-06-07 08:19:00,14542
555733,2011-06-07 08:21:00,16839
555734,2011-06-07 08:21:00,17696
555735,2011-06-07 08:54:00,13327
555736,2011-06-07 09:13:00,17730
555737,2011-06-07 09:19:00,16153
555738,2011-06-07 09:44:00,16825
555739,2011-06-07 09:49:00,12380
555740,2011-06-07 09:51:00,18226
555741,2011-06-07 10:05:00,16817
555742,2011-06-07 10:34:00,16949
555743,2011-06-07 10:42:00,12868
555744,2011-06-07 10:44:00,18072
555745,2011-06-07 10:46:00,14462
555746,2011-06-07 10:55:00,14606
555751,2011-06-07 11:07:00,16462
555759,2011-06-07 11:10:00,13220
555798,2011-06-07 11:32:00,16422
555808,2011-06-07 11:39:00,14867
555810,2011-06-07 11:39:00,17091
555813,2011-06-07 11:40:00,13643
555815,2011-06-07 11:47:00,13089
555816,2011-06-07 11:49:00,13089
555817,2011-06-07 11:51:00,17091
555818,2011-06-07 11:59:00,13784
555819,2011-06-07 12:00:00,15073
555820,2011-06-07 12:01:00,16133
555821,2011-06-07 12:01:00,-1
555822,2011-06-07 12:04:00,-1
555823,2011-06-07 12:06:00,-1
555824,2011-06-07 12:06:00,-1
555829,2011-06-07 12:18:00,13330
555832,2011-06-07 12:19:00,15969
555834,2011-06-07 12:31:00,12891
555835,2011-06-07 12:34:00,14525
555836,2011-06-07 12:36:00,13098
555838,2011-06-07 12:37:00,-1
C555837,2011-06-07 12:37:00,16092
555839,2011-06-07 12:39:00,13283
555840,2011-06-07 12:46:00,15805
555841,2011-06-07 12:47:00,14583
555842,2011-06-07 12:54:00,17874
555843,2011-06-07 13:00:00,12584
555844,2011-06-07 13:10:00,14711
555845,2011-06-07 13:19:00,17015
555846,2011-06-07 13:21:00,14180
555847,2011-06-07 13:27:00,14880
555848,2011-06-07 13:31:00,16081
555849,2011-06-07 13:33:00,13266
555850,2011-06-07 13:35:00,16550
555851,2011-06-07 13:37:00,13050
555852,2011-06-07 13:38:00,17429
555853,2011-06-07 13:44:00,14375
555854,2011-06-07 13:47:00,12748
555855,2011-06-07 13:56:00,15311
555856,2011-06-07 14:02:00,17124
555857,2011-06-07 14:03:00,16393
555858,2011-06-07 14:12:00,14911
555859,2011-06-07 14:22:00,17987
C555860,2011-06-07 14:24:00,16763
555861,2011-06-07 14:27:00,12990
555862,2011-06-07 14:28:00,12757
555863,2011-06-07 14:28:00,17026
C555864,2011-06-07 14:29:00,15189
555865,2011-06-07 14:30:00,14530
555866,2011-06-07 14:38:00,16841
555869,2011-06-07 14:54:00,-1
555870,2011-06-07 15:03:00,17707
555871,2011-06-07 15:04:00,18073
555872,2011-06-07 15:04:00,13395
C555873,2011-06-07 15:12:00,15498
C555874,2011-06-07 15:14:00,17162
555875,2011-06-07 15:17:00,12748
555876,2011-06-07 15:28:00,15799
C555877,2011-06-07 15:28:00,16218
555878,2011-06-07 15:30:00,-1
C555879,2011-06-07 15:31:00,14292
C555880,2011-06-07 15:32:00,15643
C555881,2011-06-07 15:37:00,12473
C555882,2011-06-07 15:40:00,14625
C555883,2011-06-07 15:42:00,13862
555884,2011-06-07 15:44:00,17389
C555885,2011-06-07 15:50:00,14842
C555889,2011-06-07 16:01:00,13476
C555892,2011-06-07 16:03:00,14227
555896,2011-06-07 16:04:00,15640
C555908,2011-06-07 16:08:00,15687
555916,2011-06-07 16:16:00,14958
555917,2011-06-07 16:21:00,17854
555918,2011-06-07 16:21:00,16098
555920,2011-06-07 16:35:00,18102
555921,2011-06-07 16:42:00,15449
555923,2011-06-07 17:09:00,-1
555924,2011-06-07 17:12:00,-1
555925,2011-06-07 17:13:00,-1
555926,2011-06-07 17:34:00,-1
555927,2011-06-07 17:43:00,-1
555928,2011-06-08 08:02:00,12383
555929,2011-06-08 08:12:00,16525
555930,2011-06-08 08:26:00,14745
555931,2011-06-08 08:31:00,17828
555932,2011-06-08 08:46:00,14217
555933,2011-06-08 08:49:00,12567
555934,2011-06-08 08:51:00,15061
C555935,2011-06-08 09:14:00,12567
555936,2011-06-08 09:16:00,12567
555937,2011-06-08 09:39:00,12683
555938,2011-06-08 09:58:00,14257
555939,2011-06-08 09:58:00,17659
555940,2011-06-08 10:10:00,14191
555941,2011-06-08 10:10:00,12726
555942,2011-06-08 10:14:00,15743
555943,2011-06-08 10:15:00,13520
555944,2011-06-08 10:36:00,16955
555945,2011-06-08 10:36:00,17409
555946,2011-06-08 10:43:00,17238
555947,2011-06-08 10:45:00,14911
555948,2011-06-08 10:49:00,13752
555949,2011-06-08 10:50:00,16626
555950,2011-06-08 10:51:00,17966
555979,2011-06-08 11:18:00,15039
556009,2011-06-08 11:37:00,18221
556010,2011-06-08 11:43:00,17414
556012,2011-06-08 11:45:00,-1
C556011,2011-06-08 11:45:00,14475
556013,2011-06-08 11:46:00,-1
556014,2011-06-08 11:46:00,-1
556015,2011-06-08 11:50:00,-1
556016,2011-06-08 11:54:00,18092
556017,2011-06-08 11:56:00,15382
556018,2011-06-08 11:57:00,15382
556019,2011-06-08 12:02:00,18092
556020,2011-06-08 12:03:00,13571
556021,2011-06-08 12:03:00,12921
556022,2011-06-08 12:04:00,12921
556023,2011-06-08 12:21:00,14527
556024,2011-06-08 12:21:00,12808
556032,2011-06-08 12:35:00,15159
556033,2011-06-08 12:35:00,-1
556034,2011-06-08 12:36:00,16672
556035,2011-06-08 12:36:00,15159
556036,2011-06-08 12:37:00,15159
C556037,2011-06-08 12:37:00,14527
556038,2011-06-08 12:38:00,13184
556039,2011-06-08 12:40:00,13001
556040,2011-06-08 12:42:00,14622
556041,2011-06-08 12:44:00,17954
556042,2011-06-08 12:44:00,14367
556043,2011-06-08 12:49:00,14078
556044,2011-06-08 12:50:00,15764
556045,2011-06-08 12:54:00,15764
556046,2011-06-08 12:56:00,-1
556047,2011-06-08 12:57:00,12901
556048,2011-06-08 13:00:00,15609
556049,2011-06-08 13:00:00,16013
556050,2011-06-08 13:04:00,14367
556051,2011-06-08 13:09:00,13742
556052,2011-06-08 13:14:00,13742
556053,2011-06-08 13:15:00,15400
556054,2011-06-08 13:26:00,14561
556055,2011-06-08 13:33:00,14477
556056,2011-06-08 13:35:00,17841
C556057,2011-06-08 13:50:00,14221
556058,2011-06-08 13:54:00,13985
556059,2011-06-08 13:56:00,13630
556060,2011-06-08 14:03:00,14911
556061,2011-06-08 14:04:00,-1
556062,2011-06-08 14:06:00,15189
556063,2011-06-08 14:09:00,14587
556064,2011-06-08 14:20:00,13777
556065,2011-06-08 14:29:00,14829
556066,2011-06-08 14:32:00,16872
556067,2011-06-08 14:35:00,12748
556068,2011-06-08 14:39:00,12748
556069,2011-06-08 14:41:00,-1
556070,2011-06-08 14:51:00,17873
556071,2011-06-08 14:52:00,15974
556072,2011-06-08 14:57:00,16126
556073,2011-06-08 15:05:00,16358
556074,2011-06-08 15:14:00,-1
556079,2011-06-08 15:18:00,18229
556080,2011-06-08 15:21:00,-1
556081,2011-06-08 15:22:00,-1
556082,2011-06-08 15:22:00,-1
556083,2011-06-08 15:23:00,-1
556084,2011-06-08 15:23:00,17491
556085,2011-06-08 15:23:00,-1
556086,2011-06-08 15:24:00,-1
556087,2011-06-08 15:24:00,-1
556088,2011-06-08 15:24:00,-1
556089,2011-06-08 15:25:00,-1
556090,2011-06-08 15:25:00,-1
556091,2011-06-08 15:25:00,-1
556092,2011-06-08 15:25:00,-1
556093,2011-06-08 15:26:00,-1
556094,2011-06-08 15:26:00,-1
556095,2011-06-08 15:27:00,-1
C556096,2011-06-08 15:29:00,13599
556097,2011-06-08 15:31:00,15809
556098,2011-06-08 15:36:00,16832
556099,2011-06-08 15:38:00,13162
556100,2011-06-08 16:00:00,15238
C556101,2011-06-08 16:06:00,15643
556102,2011-06-08 16:15:00,13115
556103,2011-06-08 16:18:00,16011
556104,2011-06-08 16:34:00,13875
556105,2011-06-08 16:39:00,13466
556106,2011-06-08 16:54:00,14056
556107,2011-06-08 17:09:00,17360
556108,2011-06-08 17:59:00,-1
556109,2011-06-09 07:53:00,13741
556110,2011-06-09 08:45:00,13856
556111,2011-06-09 09:16:00,13004
556112,2011-06-09 09:28:00,13265
556113,2011-06-09 09:32:00,13510
556114,2011-06-09 09:36:00,12569
556115,2011-06-09 09:39:00,15241
556116,2011-06-09 09:44:00,15214
C556117,2011-06-09 09:44:00,12802
556118,2011-06-09 09:54:00,13811
556119,2011-06-09 10:05:00,12594
556120,2011-06-09 10:06:00,16722
556121,2011-06-09 10:09:00,15855
556122,2011-06-09 10:12:00,-1
556123,2011-06-09 10:13:00,-1
556124,2011-06-09 10:14:00,-1
556125,2011-06-09 10:20:00,12947
556126,2011-06-09 10:23:00,14911
556127,2011-06-09 10:23:00,12406
556128,2011-06-09 10:31:00,13038
556129,2011-06-09 10:46:00,14060
556130,2011-06-09 10:48:00,15738
556139,2011-06-09 11:05:00,14231
556179,2011-06-09 11:27:00,13756
556180,2011-06-09 11:29:00,-1
556181,2011-06-09 11:32:00,15407
556182,2011-06-09 11:35:00,16892
556183,2011-06-09 11:37:00,13134
556184,2011-06-09 11:39:00,16592
556185,2011-06-09 11:40:00,16592
556186,2011-06-09 11:46:00,14241
556187,2011-06-09 11:49:00,15296
556188,2011-06-09 11:49:00,-1
556189,2011-06-09 11:57:00,15615
556190,2011-06-09 12:01:00,15780
556191,2011-06-09 12:02:00,14501
556192,2011-06-09 12:02:00,15615
556193,2011-06-09 12:04:00,14132
556194,2011-06-09 12:20:00,12483
556195,2011-06-09 12:21:00,16745
556196,2011-06-09 12:27:00,18065
556197,2011-06-09 12:27:00,18065
556198,2011-06-09 12:30:00,14963
556199,2011-06-09 12:40:00,16170
556200,2011-06-09 12:42:00,-1
556201,2011-06-09 13:01:00,12347
556202,2011-06-09 13:08:00,14606
556203,2011-06-09 13:09:00,12399
556204,2011-06-09 13:16:00,17169
556205,2011-06-09 13:37:00,15827
556206,2011-06-09 13:46:00,14911
556207,2011-06-09 13:50:00,17372
